ENSEMBL_ID	GENE_SYMBOL	DESCRIPTION	Prot_log2FC_25_KD	Prot_FDR_25_KD	Prot_log2FC_68_KD	Prot_FDR_68_KD	Prot_log2FC_25_OE	Prot_FDR_25_OE	Prot_log2FC_68_OE	Prot_FDR_68_OE	RNA_log2FC_25_KD	RNA_FDR_25_KD	RNA_log2FC_68_KD	RNA_FDR_68_KD	RNA_log2FC_25_OE	RNA_FDR_25_OE	RNA_log2FC_68_OE	RNA_FDR_68_OE	CFIm_Target
ENSG00000131591	C1orf159	chromosome 1 open reading frame 159	-0.339497158	0.999980048	-0.187803896	0.937693518	0.141708794	0.215222391	0.08514855	0.355256467	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131620	ANO1	anoctamin 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.086564131	0.940649182	0.031814754	1	0.646576977	0.139639783	0.261477104	0.772371355	0
ENSG00000131626	PPFIA1	PTPRF interacting protein alpha 1	-0.01982109	0.999980048	-0.061416655	0.952594755	-0.214294116	0.047795515	-0.110533759	0.243443553	-0.175653242	0.016450562	-0.106628604	0.05218027	-0.017104568	0.854102852	0.081811023	0.345284647	0
ENSG00000131650	KREMEN2	kringle containing transmembrane protein 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.461934592	0.144728059	-0.418266669	0.079085814	-0.247359326	0.414484351	0.418501933	0.135451628	0
ENSG00000131652	THOC6	THO complex 6	0.022259874	0.999980048	0.055905155	0.97957985	-0.059193617	0.405368378	-0.04673781	0.588034801	-0.29632503	0.162192138	-0.184270682	0.320973189	-0.06678815	0.854211364	0.018223831	0.997391696	0
ENSG00000131653	TRAF7	TNF receptor associated factor 7	-0.066981234	0.999980048	0.009983474	0.993859261	0.000693171	0.709984092	0.070352059	0.447277859	-0.331395368	1.53E-06	-0.230597081	1.00E-05	-0.416630012	2.54E-09	0.096763528	0.255262198	0
ENSG00000131668	BARX1	BARX homeobox 1	NA	NA	NA	NA	NA	NA	NA	NA	-1.381485153	0.00052324	-0.55738375	0.066485125	-0.805811252	0.031521391	-0.34941561	0.46033269	0
ENSG00000131669	NINJ1	ninjurin 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.494483661	0.062452652	-0.101303752	0.695085081	-0.38542142	0.222162384	0.029589738	0.988826738	0
ENSG00000131697	NPHP4	nephrocystin 4	0.172855861	0.999980048	0.05100929	0.973962596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131711	MAP1B	microtubule associated protein 1B	0.062881734	0.999980048	0.14708212	0.937693518	-0.135254187	0.373383805	-0.301053425	0.103229046	0.133409503	0.539514956	0.453147939	0.000935699	0.998749736	9.22E-11	0.090659607	0.745410717	0
ENSG00000131725	WDR44	WD repeat domain 44	0.010431621	0.999980048	0.053794891	0.937693518	0.076113878	0.623089345	-0.216842595	0.120637246	-0.0752339	0.359660166	-0.037060395	0.533529363	0.24264522	0.000939721	-0.018777462	0.885186584	0
ENSG00000131730	CKMT2	"creatine kinase, mitochondrial 2"	NA	NA	NA	NA	NA	NA	NA	NA	0.213213314	0.564321825	0.384026666	0.158302249	0.040428132	0.921437931	-0.65101999	0.123004548	0
ENSG00000131732	ZCCHC9	zinc finger CCHC-type containing 9	0.112146342	0.999980048	-0.000724739	0.970939308	-0.109091551	0.517182532	-0.18201944	0.180672459	0.273363808	0.00176462	0.081972589	0.247338379	0.253380483	0.004617951	-0.019498365	0.910992782	0
ENSG00000131747	TOP2A	DNA topoisomerase II alpha	-0.041810067	0.999980048	0.064557119	0.961134117	-0.046670699	0.658065871	0.154406179	0.758176252	0.073455365	0.280944734	0.153616444	0.000320241	0.137527777	0.044759493	-0.231076058	0.000180163	0
ENSG00000131748	STARD3	StAR related lipid transfer domain containing 3	0.012210686	0.999980048	0.041562825	0.950096205	0.168805189	0.326541041	0.532617469	0.007318778	-0.266806281	0.000408142	-0.206836172	0.000177846	-0.01723228	0.872329233	-0.053828515	0.615564294	0
ENSG00000131759	RARA	retinoic acid receptor alpha	NA	NA	NA	NA	0.074679725	0.251587899	0.66783353	0.000878867	0.028905185	0.850661408	0.001066415	0.991885641	0.301450178	0.003790072	-0.197792639	0.11593399	0
ENSG00000131771	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	NA	NA	NA	NA	NA	NA	NA	NA	-0.149848498	0.841268879	-0.966277623	0.022292737	-0.446178358	0.340383444	1.015274898	0.006232799	0
ENSG00000131773	KHDRBS3	"KH RNA binding domain containing, signal transduction associated 3"	0.128251912	0.999980048	0.140987699	0.937693518	0.248320446	0.030248452	-0.648972214	0.000997332	0.019791882	0.933025888	-0.233275221	0.088680809	0.736003589	1.99E-07	0.115115292	0.602582383	0
ENSG00000131778	CHD1L	chromodomain helicase DNA binding protein 1 like	-0.075762765	0.999980048	-0.060138223	0.937693518	-0.167387914	0.152253098	-0.097417363	0.303992493	-0.17824492	0.010511349	-0.45683427	1.12E-21	-0.023601303	0.776314975	0.123211902	0.096259198	0
ENSG00000131779	PEX11B	peroxisomal biogenesis factor 11 beta	-0.027020197	0.999980048	0.051898754	0.937693518	0.035516849	0.821310152	0.137955513	0.081225154	0.364922874	5.02E-06	0.376669313	1.35E-10	0.226430812	0.008359754	0.076425873	0.481021027	0
ENSG00000131781	FMO5	flavin containing dimethylaniline monoxygenase 5	NA	NA	NA	NA	NA	NA	NA	NA	-0.196556751	0.623986853	0.308680015	0.250056598	0.093688509	0.79135642	-0.322111448	0.468587515	0
ENSG00000131788	PIAS3	protein inhibitor of activated STAT 3	0.00958018	0.999980048	0.2078219	0.971953827	0.134808117	0.450407422	0.255992406	0.04544528	0.053231662	0.616081792	0.123520326	0.080942177	-0.229131097	0.028963857	0.120660113	0.249097147	0
ENSG00000131791	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	0.162764574	0.999980048	0.271788761	0.937693518	-0.098553648	0.671308892	-0.319396783	0.137865083	-0.129134233	0.090535907	-0.350835835	7.94E-13	0.172192597	0.017067404	0.149578159	0.042491384	0
ENSG00000131831	RAI2	retinoic acid induced 2	-0.710031354	0.999980048	-0.494300631	0.937693518	NA	NA	NA	NA	-0.602535551	7.06E-12	-0.321378101	3.14E-07	0.510293222	8.26E-11	-0.593658536	9.02E-13	0
ENSG00000131844	MCCC2	methylcrotonyl-CoA carboxylase subunit 2	0.033037214	0.999980048	-0.018851553	0.954118768	-0.076020505	0.245865954	-0.006513031	0.895271835	-0.037413661	0.673226649	-0.215226628	5.70E-05	0.121526472	0.129891965	0.084292492	0.38440812	0
ENSG00000131845	ZNF304	zinc finger protein 304	NA	NA	NA	NA	NA	NA	NA	NA	0.332894833	0.107789105	0.608240362	9.71E-05	0.01264593	0.984964669	0.186462503	0.493529596	0
ENSG00000131848	ZSCAN5A	zinc finger and SCAN domain containing 5A	NA	NA	NA	NA	NA	NA	NA	NA	-0.290001203	0.065694947	0.254896505	0.036617566	-0.211241934	0.178454846	-0.063019091	0.808009772	0
ENSG00000131871	SELENOS	selenoprotein S	-0.19198461	0.999980048	-0.07138366	0.941183551	NA	NA	NA	NA	-0.187844249	0.039257294	-0.148908191	0.015824805	0.066404527	0.470012618	0.428840631	1.99E-08	0
ENSG00000131873	CHSY1	chondroitin sulfate synthase 1	0.147023475	0.999980048	-0.215962092	0.937693518	0.192461865	0.061225408	0.057075187	0.463008184	0.104291649	0.135500292	0.266011872	2.35E-09	0.249553168	0.000515926	0.126395741	0.084865023	0
ENSG00000131876	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	0.040909201	0.999980048	-0.074258897	0.937693518	-0.049211028	0.850508304	0.066461117	0.264857012	-0.249053642	0.001007516	-0.468955082	1.55E-15	-0.255531824	0.003023085	0.267836959	0.00033885	0
ENSG00000131899	LLGL1	LLGL scribble cell polarity complex component 1	0.016984575	0.999980048	0.062128533	0.937693518	-0.13045549	0.104772581	-0.141412799	0.140837637	-0.079956503	0.288270171	0.020564218	0.700158168	-0.205489117	0.01026194	-0.032216684	0.751027661	0
ENSG00000131931	THAP1	THAP domain containing 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.123746059	0.317840111	-0.3555239	2.64E-05	0.148435643	0.240573429	-0.189055913	0.122181385	0
ENSG00000131941	RHPN2	rhophilin Rho GTPase binding protein 2	NA	NA	NA	NA	NA	NA	NA	NA	0.040681763	0.628564311	0.129979434	0.01129193	-0.332232167	2.79E-06	0.010983515	0.932278566	0
ENSG00000131944	FAAP24	FA core complex associated protein 24	NA	NA	NA	NA	-0.045879145	0.939303791	0.042137597	0.954035229	0.319672926	0.022246424	0.230585042	0.050674832	0.523888307	3.11E-05	-0.140396459	0.454446173	0
ENSG00000131966	ACTR10	actin related protein 10	0.065757775	0.999980048	0.046763847	0.958084598	0.129576913	0.620853269	0.179696007	0.392704643	-0.173747128	0.028393348	-0.017421898	0.786670328	0.016207984	0.873733634	-0.190077573	0.029230059	0
ENSG00000131979	GCH1	GTP cyclohydrolase 1	-0.030152278	0.999980048	0.030807342	0.959585039	NA	NA	NA	NA	0.07990742	0.661301397	0.142372553	0.280554268	0.106069165	0.564946273	0.080652256	0.732051965	0
ENSG00000131981	LGALS3	galectin 3	-0.127637408	0.999980048	-0.082472821	0.937693518	0.196412887	0.036327633	-0.011809912	0.652568334	0.025232718	0.831911944	0.150653871	0.043519	-0.1585025	0.144900831	-0.090695226	0.438747062	0
ENSG00000132002	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	0.026124048	0.999980048	0.093617072	0.937693518	-0.220696357	0.099563877	-0.158860684	0.217715339	-0.212178011	0.010782092	-0.129035294	0.021151938	-1.287696849	5.18E-60	-0.135816081	0.09309678	0
ENSG00000132004	FBXW9	F-box and WD repeat domain containing 9	NA	NA	NA	NA	NA	NA	NA	NA	-0.16408433	0.156611844	-0.216246911	0.013057453	-0.210270749	0.067375377	0.119068681	0.384557451	0
ENSG00000132005	RFX1	regulatory factor X1	-0.061130262	0.999980048	-0.027388227	0.937693518	0.163358407	0.123004055	-0.027940612	0.743846219	-0.50029812	2.75E-08	-0.314530493	5.57E-06	-0.214509222	0.045668318	-0.105326335	0.397627642	0
ENSG00000132010	ZNF20	zinc finger protein 20	NA	NA	NA	NA	NA	NA	NA	NA	0.323827593	0.064927175	0.041605589	0.852454657	1.051656254	3.78E-12	0.34065886	0.071190853	0
ENSG00000132017	DCAF15	DDB1 and CUL4 associated factor 15	-0.100897443	0.999980048	-0.010709838	0.953796755	-0.344789288	0.063399909	-0.40243347	0.018375699	0.081075506	0.407515672	0.267981914	8.27E-06	0.047519417	0.633616118	-0.041828344	0.740581527	0
ENSG00000132024	CC2D1A	coiled-coil and C2 domain containing 1A	-0.059017193	0.999980048	0.042841657	0.937693518	-0.061743836	0.630809475	-0.050642396	0.619745674	-0.152234382	0.046205384	0.043529274	0.454448983	-0.053278781	0.575385537	-0.241963925	0.002307888	0
ENSG00000132031	MATN3	matrilin 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.49454322	0.00941865	-0.552608206	0.000271077	-0.084547642	0.705813288	0.41735248	0.016101199	0
ENSG00000132109	TRIM21	tripartite motif containing 21	0.125273369	0.999980048	-0.061411864	0.963542738	NA	NA	NA	NA	-0.102265976	0.468097616	-0.026928021	0.842257988	-0.13118483	0.32968707	-0.173663568	0.233560541	0
ENSG00000132122	SPATA6	spermatogenesis associated 6	NA	NA	NA	NA	NA	NA	NA	NA	0.409901845	0.00087429	0.289599596	0.007179331	0.865072719	1.47E-13	-0.176017858	0.272689427	0
ENSG00000132128	LRRC41	leucine rich repeat containing 41	-0.238005217	0.999980048	-0.367361811	0.403059796	0.099324985	0.312678267	0.490136103	0.023939853	-0.335242551	0.0639019	-0.498400554	0.0007451	-0.618447454	0.000639979	0.198991581	0.369186456	0
ENSG00000132141	CCT6B	chaperonin containing TCP1 subunit 6B	NA	NA	NA	NA	NA	NA	NA	NA	1.143350021	2.56E-16	1.210567652	1.70E-27	1.268427644	4.48E-19	-0.909414198	1.87E-06	0
ENSG00000132153	DHX30	DExH-box helicase 30	-0.018186791	0.999980048	-0.049033279	0.937693518	0.132136078	0.09453301	-0.016353838	0.971804025	0.305292438	0.037690168	0.321236961	0.005784229	-0.14156291	0.398086863	-0.189217342	0.325081876	0
ENSG00000132155	RAF1	"Raf-1 proto-oncogene, serine/threonine kinase"	-0.02796007	0.999980048	0.139351992	0.937693518	0.143813573	0.661561319	0.084885489	0.533143186	0.210506858	0.04528167	0.284604314	0.000127738	0.048154145	0.690060336	-0.314822838	0.004918053	0
ENSG00000132164	SLC6A11	solute carrier family 6 member 11	NA	NA	NA	NA	-0.749477656	0.148859033	-1.985207477	0.001477209	0.974006421	9.47E-09	0.907405839	7.27E-10	0.685934095	0.00019188	-2.328581695	5.37E-17	0
ENSG00000132182	NUP210	nucleoporin 210	-0.068043577	0.999980048	-0.110545427	0.94797176	-0.09564069	0.664804647	0.156094772	0.739233504	-0.425798492	2.51E-07	-0.027539311	0.718974847	0.08116978	0.376682573	0.130090643	0.184059744	0
ENSG00000132196	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	NA	NA	NA	NA	-0.012188468	0.884231419	0.041864373	0.703672822	-0.718583305	2.73E-11	-0.910237671	1.36E-24	-0.185338892	0.102327393	-0.218828893	0.061897049	0
ENSG00000132199	ENOSF1	enolase superfamily member 1	NA	NA	NA	NA	-0.348948087	0.043816219	-0.184367392	0.10436574	-0.482927264	4.11E-10	-0.547442196	9.15E-22	0.288132118	0.001594508	0.202134243	0.011218088	0
ENSG00000132205	EMILIN2	elastin microfibril interfacer 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.477736112	0.43715767	-0.286300929	0.535633412	0.532494027	0.201188374	0.117892941	0.913418599	0
ENSG00000132254	ARFIP2	ADP ribosylation factor interacting protein 2	-0.130098178	0.999980048	-0.128068117	0.937693518	0.082412542	0.238330872	0.130659234	0.076204548	-0.371570698	3.41E-07	-0.282524823	2.07E-07	-0.190375468	0.014354622	0.054628845	0.582073403	0
ENSG00000132256	TRIM5	tripartite motif containing 5	NA	NA	NA	NA	0.227288667	0.061963308	-0.479827355	0.005768337	0.244353273	0.479640387	0.577878971	0.014126093	0.129135753	0.760783329	0.043615257	0.981112398	0
ENSG00000132275	RRP8	ribosomal RNA processing 8	-0.06107247	0.999980048	0.024599652	0.941183551	0.110561824	0.432792802	0.019015405	0.834657428	-0.358602646	1.79E-05	-0.453848822	3.19E-14	0.307550201	8.69E-05	0.262157206	0.001072835	0
ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10B	0.03352482	0.999980048	0.006038833	0.937693518	0.080751906	0.270194031	0.120141866	0.265965262	0.428670519	0.050468993	0.190234895	0.354006801	0.03240205	0.925344227	0.106341657	0.774405808	0
ENSG00000132294	EFR3A	EFR3 homolog A	0.025894522	0.999980048	0.091320597	0.971926496	-0.337294204	0.011518615	0.081945284	0.39131593	0.111586221	0.151895544	0.021505844	0.742883086	-1.464380467	8.32E-68	0.004747715	0.982707465	0
ENSG00000132305	IMMT	inner membrane mitochondrial protein	-0.078756692	0.999980048	-0.12206164	0.966494515	-0.089560836	0.490389654	-0.120935896	0.556921375	0.099475701	0.231681234	0.130372014	0.025811297	0.077268308	0.377205778	-0.323611185	4.19E-05	0
ENSG00000132305.1	IMMT	inner membrane mitochondrial protein - isoform	-0.078756692	0.999980048	-0.12206164	0.966494515	0.083058893	0.745705562	-0.089457301	0.940418276	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35	0.030248363	0.999980048	-0.040215997	0.995480746	0.171961943	0.241114507	0.058516463	0.925946189	0.497605956	8.72E-08	0.019252892	0.841709942	-0.015321984	0.922567259	-0.298246251	0.005898326	0
ENSG00000132321	IQCA1	IQ motif containing with AAA domain 1	NA	NA	NA	NA	NA	NA	NA	NA	0.859121767	7.41E-05	1.174251526	2.46E-12	1.672773967	6.46E-20	-5.439732981	4.26E-24	0
ENSG00000132323	ILKAP	ILK associated serine/threonine phosphatase	-0.025339281	0.999980048	0.079798158	0.937693518	-0.171065432	0.135949827	0.169437248	0.703486946	-0.472564202	5.68E-08	-0.381865534	2.22E-08	-0.494873899	2.62E-08	-0.14121093	0.160551635	0
ENSG00000132326	PER2	period circadian regulator 2	NA	NA	NA	NA	NA	NA	NA	NA	0.098183292	0.728265228	0.095859138	0.631064916	0.138661062	0.569608347	-0.378302419	0.18555324	0
ENSG00000132329	RAMP1	receptor activity modifying protein 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.284029322	0.150958173	-0.449199552	0.007505755	-1.466983509	5.35E-10	0.006913848	1	0
ENSG00000132330	SCLY	selenocysteine lyase	-0.018349831	0.999980048	0.012483778	0.961691287	0.152929945	0.695259841	-0.043143408	0.300011007	0.006334773	0.979360281	-0.30231414	0.001551714	-0.368603247	0.001799759	-0.325163899	0.009569899	0
ENSG00000132334	PTPRE	protein tyrosine phosphatase receptor type E	NA	NA	NA	NA	NA	NA	NA	NA	0.010061212	1	0.014109834	1	0.256178285	0.518439876	0.295114983	0.576203843	0
ENSG00000132357	CARD6	caspase recruitment domain family member 6	NA	NA	NA	NA	NA	NA	NA	NA	0.058769082	0.80499443	0.168573764	0.352311783	0.004610241	1	-0.32074955	0.208990727	0
ENSG00000132359	RAP1GAP2	RAP1 GTPase activating protein 2	0.165391697	0.999980048	0.18718134	0.963572065	-0.028297198	0.609446012	-0.152623449	0.086538221	0.282769339	0.002377595	0.36574433	2.26E-07	0.634783159	2.30E-13	-0.11363466	0.328689217	0
ENSG00000132361	CLUH	clustered mitochondria homolog	-0.05547016	0.999980048	0.018383085	0.937693518	0.241813119	0.074485493	0.170895473	0.237836922	-0.088614659	0.30240215	-0.152604031	0.013796972	-0.108101954	0.22375941	-0.128945432	0.169167951	0
ENSG00000132376	INPP5K	inositol polyphosphate-5-phosphatase K	-0.242068421	0.999980048	-0.029911599	0.983666891	0.03789894	0.609031881	-0.058373622	0.379471281	-0.148287099	0.084685629	0.082594504	0.214120975	0.057372601	0.537705831	-0.32246132	8.37E-05	0
ENSG00000132382	MYBBP1A	MYB binding protein 1a	0.031468034	0.999980048	0.075049872	0.951231991	0.119751032	0.329386932	-0.381777302	0.009831231	-0.101182685	0.215125847	-0.223251889	2.44E-05	0.04457989	0.610921732	-0.001460802	1	0
ENSG00000132383	RPA1	replication protein A1	0.386749945	0.999980048	0.338929873	0.937693518	0.045008038	0.606485486	-0.00182579	0.861001904	0.211291514	0.00075483	0.135205463	0.002507844	-0.100946632	0.15376058	-0.104574214	0.15173543	0
ENSG00000132386	SERPINF1	serpin family F member 1	NA	NA	NA	NA	NA	NA	NA	NA	1.365607558	6.51E-68	1.297439441	4.43E-102	0.494232432	1.98E-07	0.564521243	3.18E-10	0
ENSG00000132388	UBE2G1	ubiquitin conjugating enzyme E2 G1	-0.294131545	0.999980048	0.047243053	0.937693518	0.063865237	0.510980605	0.022787882	0.770910089	-0.070260611	0.375445166	-0.265936129	1.79E-07	0.121967224	0.118345139	-0.014859995	0.905663426	0
ENSG00000132394	EEFSEC	"eukaryotic elongation factor, selenocysteine-tRNA specific"	0.08165745	0.999980048	0.096634833	0.964106629	0.036910571	0.323803976	-0.339300245	0.007847016	0.538074583	8.28E-12	0.619558706	5.49E-27	0.54634948	7.13E-11	-0.499954875	8.56E-09	0
ENSG00000132405	TBC1D14	TBC1 domain family member 14	NA	NA	NA	NA	NA	NA	NA	NA	0.108674725	0.231703059	0.32695058	9.87E-08	-0.159543022	0.061572579	-0.008465041	0.966267838	0
ENSG00000132406	TMEM128	transmembrane protein 128	NA	NA	NA	NA	NA	NA	NA	NA	0.275781991	0.006032835	-0.009377963	0.92065054	0.493882039	3.60E-08	0.195812549	0.070300883	0
ENSG00000132423	COQ3	"coenzyme Q3, methyltransferase"	-0.090454807	0.999980048	-0.051157094	0.941183551	-0.238772323	0.025547904	0.204184189	0.120637246	-0.021518236	0.859063214	0.05965206	0.338188108	-0.112456585	0.186174295	0.028517338	0.814598679	0
ENSG00000132424	PNISR	PNN interacting serine and arginine rich protein	0.027094128	0.999980048	0.000908922	0.937693518	-0.132653778	0.127917698	-0.046291546	0.953130555	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000132429	POPDC3	popeye domain containing 3	NA	NA	NA	NA	NA	NA	NA	NA	0.032489906	0.778577547	-0.094381781	0.245279035	-0.062160356	0.569654136	-0.004052436	1	0
ENSG00000132432	SEC61G	SEC61 translocon subunit gamma	-0.015727623	0.999980048	0.105651881	0.937693518	-0.104238023	0.714080189	-0.006324782	0.82114762	0.337044161	0.000243851	0.148292495	0.038824924	-0.205535265	0.036277707	-0.092308318	0.466633685	0
ENSG00000132436	FIGNL1	fidgetin like 1	0.011006069	0.999980048	0.063908835	0.940705097	0.115826101	0.770191775	0.507530955	0.007600799	-0.25578371	0.000607496	-0.263004803	7.99E-07	0.07076794	0.463673035	0.093833614	0.304712862	0
ENSG00000132463	GRSF1	G-rich RNA sequence binding factor 1	0.131436697	0.999980048	-0.129254546	0.937693518	0.111014942	0.161737726	0.264063573	0.018159063	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000132466	ANKRD17	ankyrin repeat domain 17	0.068135482	0.999980048	0.011367453	0.950096205	0.168351512	0.082100777	0.208179399	0.01938782	-0.094967707	0.170948075	-0.008416596	0.880577046	0.025420233	0.752853537	0.148649138	0.02555784	0
ENSG00000132467	UTP3	UTP3 small subunit processome component	-0.005626681	0.999980048	0.18893413	0.937693518	-0.030763068	0.53528459	-0.256499314	0.027963592	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000132470	ITGB4	integrin subunit beta 4	0.199428183	0.999980048	0.035219273	0.937693518	-0.214666212	0.030304913	-0.112747541	0.3030673	-0.291497886	0.096528775	-0.086132407	0.575392537	0.086987616	0.642611394	-0.617681609	0.000682604	0
ENSG00000132471	WBP2	WW domain binding protein 2	-0.060947335	0.999980048	0.035196112	0.937693518	0.048923257	0.484015178	-0.096058674	0.591914316	0.008500372	0.936879352	0.135647217	0.010860403	-0.189935149	0.012340343	-0.071519641	0.415097136	0
ENSG00000132478	UNK	unk zinc finger	0.179190816	0.999980048	-0.070130089	0.995480746	-0.126501879	0.190121815	-0.326357449	0.050964984	-0.154377156	0.399503322	-0.089503155	0.573846623	-0.323016564	0.120545503	-0.356660734	0.069189819	0
ENSG00000132481	TRIM47	tripartite motif containing 47	0.205236558	0.999980048	0.00082748	0.937693518	NA	NA	NA	NA	-0.105743221	0.414292088	-0.397983773	1.45E-05	-0.599485122	4.11E-07	0.459904418	4.64E-05	0
ENSG00000132485	ZRANB2	zinc finger RANBP2-type containing 2	-0.122590242	0.999980048	-0.134082441	0.937693518	0.49123817	0.011803198	0.120040453	0.436018277	-1.398103236	1.49E-91	-2.044437341	0	-0.003118801	0.980362039	0.516022874	2.36E-17	0
